smiles,cid,Molecular_Weight,Hydrogen_bond_Acceptor,Hydrogen_bond_Donor,xlogP,Physiological_Charge,Polarized_Surface_Area,Number_of_Rotatable_bonds,BBB
CCN1CCC(=C(c2ccccc2)c2ccccc2)C1,31740,263.4,1,0,4.3,0,3.2,3,1
Clc1ccc(cc1Cl)OCC1=NCCN1,32049,245.1,2,1,2.2,0,33.6,3,1
NC1=NC(NC1(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,32068,357.1,14,2,3.3,0,50.4,0,1
COc1ccc2c(c1)C(=Cc1c(O2)cccc1)N1CCN(CC1)C,32226,322.4,4,0,3.6,0,24.9,2,1
COc1cc2c(cc1OC)[nH]c(c2CCN1CCN(CC1)c1ccccc1OC)C,32345,409.5,5,1,4.3,0,50,7,1
Fc1ccc(cc1)C(=O)CCCN1CCC(CC1)C(=O)c1ccc(cc1)F,32593,371.4,5,0,4,0,37.4,7,1
Clc1ccc(cc1)C(c1ccccn1)(C1=NCCN1)O,32940,287.74,3,2,1.3,0,57.5,3,1
CNCCCC1(SC(c2c1cccc2)(C)C)c1ccccc1,33014,311.5,2,1,4.3,0,37.3,5,1
C1NCc2n(CC1)c1c(c2)cccc1,33471,186.25,1,1,1.5,0,17,0,1
CCn1nc(c2c1C(=NCC(=O)N2)c1ccccc1)C,33474,268.31,3,1,1.8,0,59.3,2,1
Fc1ccc(cc1)C(c1ccc(cc1)F)CCCN1CCC(CC1)(O)c1ccc(c(c1)C(F)(F)F)Cl,33630,524,7,1,7.3,0,23.5,7,1
CC1=CC(=O)N2C(O1)(c1ccccc1)c1cc(Cl)ccc1N(C(=O)C2)C,33746,368.8,3,0,3,0,49.8,1,1
CCC1(c2ccccc2)C(=O)N(COC)C(=O)N(C1=O)COC,33925,320.34,5,0,1.5,0,76.2,6,1
Cc1ccc(c(c1)OCC1=NCCN1)C(C)C,34154,232.32,2,1,2.4,0,33.6,4,0
C=CCO/N=C\1/CN=C(c2c(N1)ccc(c2)Cl)c1ccccc1Cl,34274,360.2,3,1,3.9,0,46,5,1
O=C1Cc2ccccc2N(c2c1cccc2)C(=O)N,34312,252.27,2,1,1.7,0,63.4,0,1
O=C(N(C)C)COC1c2ccccc2CCc2c1cccc2,34624,295.4,2,0,3.1,0,29.5,3,1
C[S+](C[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)CC[C@@H](C(=O)O)N,34756,399.4,10,5,-3.5,1,184,7,1
COc1ccc(c2c1CCC[C@@H]2N(C)C)Cl,34787,239.74,2,0,3.1,0,12.5,2,1
OC(=O)CCCCCCNC1c2ccccc2CCc2c1cccc2,34870,337.5,3,2,2.1,0,49.3,8,1
CN1CCC(=C2c3ccccc3C(c3c2cccc3)O)CC1,35758,291.4,2,1,3.1,0,23.5,0,1
O=C1CN=C(c2c(N1C)n(C)nc2C)c1ccccc1F,35775,286.3,4,0,1.7,0,50.5,1,1
CN(CC(Oc1ccccc1)Oc1ccccc1)C,36109,257.33,3,0,3.8,0,21.7,6,1
Clc1ccc2c(c1)C(=NCCN2CC(F)(F)F)c1ccccc1F,36834,356.7,6,0,5.6,0,15.6,2,1
CCCCNc1c(cnc2c1cnn2CC)C(=O)OCC,37015,290.36,5,1,3.1,0,69,8,1
Clc1ccc2c(c1)C(=NCC(=O)N2CP(=O)(C)C)c1ccccc1,37114,360.8,3,0,2.1,0,49.7,3,1
O=NN,37183,46.029,3,1,-0.6,0,55.4,0,1
COn1cc(C(=O)O)c(=O)c2c1cc1OCOc1c2,37614,263.2,7,1,1.8,0,85.3,2,1
CN(Cc1nnc2n1c1ccc(cc1C(=NC2)c1ccccc1)Cl)C,37632,351.8,4,0,1.6,0,46.3,3,1
CCCCCCCCCCCCCCCC(=O)OCCC1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(cc2)S(=O)(=O)N(C)C,37767,714.1,8,0,11.6,0,104,24,1
Clc1cccc(c1)C1(O)C2=NCCCN2c2c1cccc2,37825,298.8,2,1,2.6,0,35.8,1,1
OC(=O)C1CCN1C12CC3C[C@H](C2)C[C@H](C1)C3,37906,235.32,3,1,0.4,0,40.5,2,1
O=C(C12CC3C[C@H](C2)C[C@H](C1)C3)NCCc1ccc(c(c1)O)O,38361,315.4,3,3,1.9,0,69.6,4,1
Brc1cc(C)c(c(c1)C(=O)N)O,38706,230.06,2,2,2.8,0,63.3,1,1
CCn1c2ccccc2c2c1C(C)(SCC2)CCN(C)C,39187,302.5,2,0,3.4,0,33.5,4,1
CC(Cc1ccc(cc1)[C@@H](C(=O)O)C)C,39912,206.28,2,1,3.5,0,37.3,4,1
CNCCC=C1c2ccccc2C2C(c3c1cccc3)C2,40029,275.4,1,1,3.8,0,12,3,1
CCCSc1ccccc1N1CCN(CC1)CCCCn1c(=O)[nH]c2c(c1=O)cccc2,40460,452.6,5,1,4.4,0,81.2,9,1
CCn1c(CC)nn(c1=O)CCCN1CCN(CC1)c1cccc(c1)Cl,40589,377.9,4,0,3,0,42.4,7,1
CN1CCN(CC1)C(=O)OC1N(c2ccc3c(n2)nc(cc3)Cl)C(=O)C2=C1SCCS2,40903,478,8,0,2.8,0,130,3,1
Fc1ccc(cc1)C(=O)CCCN1CCC(CC1)C(=O)c1ccc(cc1)Cl,41536,387.9,4,0,4.5,0,37.4,7,1
COCC1(CCN(CC1)CCc1cccs1)N(c1ccccc1)C(=O)CC,41693,386.6,4,0,4,0,61,8,1
COC1(F)C(C1(F)Cl)(F)F,41967,178.51,5,0,1.8,0,9.2,1,1
CN/C(=N\C)/Cc1ccc2c(c1)cccc2,42153,212.29,1,1,2.7,0,24.4,3,1
CN(CCN(n1cc(c2c1cccc2)c1ccccc1)C)C,42510,293.4,2,0,4.2,0,11.4,5,1
CC(N1CCC(CC1)N(c1ccc(cc1)Cl)C(=O)Cc1ccccc1)C,42884,370.9,2,0,4.6,0,23.6,5,1
CN1CCC(=C2c3ccccc3Oc3c2cc(Cl)cc3)CC1,43215,311.8,2,0,4,0,12.5,0,1
CCCCCCCC1(CC)C(=O)NC(=O)NC1=O,43473,254.33,3,2,3,0,75.3,7,1
Fc1ccc(cc1)C(=O)C1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(cc2)C(F)(F)F,43876,514.6,8,0,7.2,0,48.8,6,1
NCc1ccccc1Sc1ccccc1CO,43961,245.34,3,2,2,0,71.6,4,1
NC(=O)CCC/N=C(\c1cc(F)ccc1O)/c1ccc(cc1)Cl,44115,334.8,4,2,3,0,75.7,6,1
COc1cc2cc(oc2c(c1)Br)C1CCNCC1,44571,310.19,3,1,3.1,0,34.4,2,1
N1CCC(CC1)CCc1c[nH]c2c1cccc2,44668,228.33,1,2,3.3,0,27.8,3,1
CCCC1(CC)C(=O)NC(=O)NC1=O,46516,198.22,3,2,1.2,0,75.3,3,1
CCC1(CCCCC1)OC(=O)N,47207,171.24,2,1,2.1,0,52.3,3,1
CN1CCN(CC1)C1=Nc2cc(F)ccc2Cc2c1cccc2,49381,309.4,3,0,2.9,0,18.8,1,1
Clc1ccc(c(c1)Cl)C1(OC[C@@H](O1)COc1ccc(cc1)N1CCN(CC1)C(C)C)Cn1cncn1,50001,532.5,7,0,4.8,0,64.9,8,0
CCn1cc(C(=O)O)c(=O)c2c1cc(N1CCN(CC1)C)c(c2)F,51081,333.36,7,1,0.3,0,64.1,3,0
O=C(c1ccc2c(c1)cccc2)Cn1cncc1,51200,236.27,2,0,2.8,0,34.9,3,1
COCC1(CCN(CC1)CCn1nnn(c1=O)CC)N(c1ccccc1)C(=O)CC,51263,416.5,6,0,2.2,0,81,9,1
Cc1ccc(cn1)Cc1cnc([nH]c1=O)NCCSCc1ccc(o1)C(N)(C)C,51671,413.5,6,3,1.1,0,131,9,0
O=C(CN1CCCC1=O)NCCN(C(C)C)C(C)C,51712,269.38,3,1,0.8,0,52.6,7,1
CCCCCCCCCC(=O)OC1(CCN(CC1)CCCC(=O)c1ccc(cc1)F)c1ccc(cc1)Cl,52919,530.1,5,0,7.9,0,46.6,16,1
CNC(=O)N1CC(C1)Oc1cccc(c1)C(F)(F)F,53467,274.24,5,1,1.9,0,41.6,2,1
CCCCCNCC(=O)N,53569,144.21,2,2,0.5,0,55.1,6,1
CCC(=O)N1CCN(CC1)C(=O)OC1N(c2ccc3c(n2)nc(cc3)Cl)C(=O)C2=C1SCCS2,53696,520,8,0,2.7,0,147,4,1
CNCCSC1=Cc2cc(F)ccc2Oc2c1cccc2,53701,301.4,4,1,3.8,0,46.6,4,1
CCCC/N=C(/c1ccccc1Cl)\c1cc(Cl)ccc1O,54471,322.2,2,1,5.5,0,32.6,5,1
CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(c1OC)Br,54477,371.27,4,1,2.1,0,50.8,6,1
CN(CCCn1cc(c(n1)c1ccccc1)c1ccccc1)C,54567,305.4,2,0,3.8,0,21.1,6,1
CN1CCN(CC1)C1=Nc2ccccc2Sc2n1ccn2,54742,299.4,4,0,3.5,0,62,1,1
NCC(=O)NCC(=O)N(c1ccc(cc1C(=O)c1ccccc1Cl)Cl)C,54760,394.2,4,2,2.3,0,92.5,6,1
CCCN(C(=O)Cc1c(nc2n1cc(Cl)cc2)c1ccc(cc1)Cl)CCC,54897,404.3,2,0,4.8,0,37.6,7,1
CN(CCCN1c2ncccc2N=C(c2c1cccc2)c1ccccc1)C,54961,356.5,4,0,4.4,0,31.7,5,1
O=C1CC(C)(C)CC(=O)N1CCCCN1CCN(CC1)c1ncccn1,55191,359.5,6,0,1.8,0,69.6,6,1
OCCOCn1cnc2c1nc(N)nc2,55256,209.21,6,2,-1.1,0,99.1,4,1
Fc1ccc2c(c1)onc2CCCN1CCC(CC1)n1c(=O)[nH]c2c1cccc2,55463,394.4,5,1,3.6,0,61.6,5,1
Brc1cnc(c(c1)C)CCCCNc1ncc(c(=O)[nH]1)Cc1ccc(nc1)C,55482,442.4,4,2,3.7,0,79.3,8,0
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)c1nsc2c1cccc2,55752,440.6,6,0,4.3,0,85,6,1
CN1C[C@@H](c2ccccc2)c2c(C1)c(N)ccc2,55993,238.33,2,1,2.6,0,29.3,1,1
Cc1cccc(c1C)Cc1c[nH]cn1,56032,186.25,1,1,2.7,0,28.7,2,1
CN1CCN(CC1)c1cc2c(cc1F)c(=O)c(cn2c1ccc(cc1)F)C(=O)O,56206,399.4,8,1,1.6,0,64.1,3,0
O=C1N(COP(=O)(O)O)C(=O)NC1(c1ccccc1)c1ccccc1,56339,362.27,6,3,0.6,0,116,5,1
O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(CC1)c1ncccn1,56971,401.5,7,0,1.5,0,95.1,6,1
OC[C@H]1COc2c(O1)cccc2N1CCN(CC1)CCNC(=O)c1ccc(cc1)F,57347,415.5,7,2,2,0,74.3,6,1
CN1CCN(CC1)c1c(F)cc2c3c1SCCn3cc(c2=O)C(=O)O,58258,363.4,8,1,-0.3,0,89.4,2,0
Clc1ccc2c(c1)c(cn2c1ccc(cc1)F)C1CCN(CC1)CCN1CCNC1=O,60149,440.9,3,1,4.1,0,40.5,5,1
NCC(=O)NC(c1ccccc1)(Cc1ccccc1)C,60511,268.35,2,2,2.3,0,55.1,5,1
Fc1ccc2c(c1)c1CN(CCCc3cccnc3)CCc1[nH]2,60547,309.4,3,1,3.3,0,31.9,4,1
O=C(CNC(=O)[C@H](Cc1ccccc1)CSC(=O)C)OCc1ccccc1,60561,385.5,5,1,3.3,0,97.8,11,1
COCC(=O)N(c1ccccc1F)C1CCN(CC1)CCc1ccccc1,60575,370.5,4,0,3.6,0,32.8,7,1
O[C@H](COc1ccc(cc1)CCOCC1CC1)CNC(C)C,60657,307.4,4,2,2.8,0,50.7,11,1
CCCN(n1ccc2c1cccc2)c1ccncc1,60691,251.33,2,0,3.9,0,21.1,4,1
O=C(N(c1cnccn1)C1CCN(CC1)CCc1ccccc1)c1ccco1,60698,376.5,5,0,3.1,0,62.5,6,1
CN1CCN(CC1)C1=Nc2ccccc2Cc2n1nc(n2)C,60717,296.37,4,0,1.8,0,49.6,1,1
CCC(=O)N(C1(CCN(CC1)CCn1nnn(c1=O)CC)c1ccccc1)c1ccccc1F,60728,466.6,6,0,4.1,0,71.8,8,1
O=C1CCc2c(N1)cc(cc2)OCCCCN1CCN(CC1)c1cccc(c1Cl)Cl,60795,448.4,4,1,4.6,0,44.8,7,1
CN1CCN(CC1)c1ncc(c(n1)N)c1cc(Cl)cc(c1Cl)Cl,60803,372.7,5,1,3.6,0,58.3,2,1
CCCCCCOc1nsnc1C1=CCCN(C1)C,60809,281.42,5,0,3.3,0,66.5,7,1
Clc1cnn(c1)CCCCN1CCN(CC1)c1ncccn1,60813,320.82,5,0,1.8,0,50.1,6,1
COC(=O)C1(CCN(CC1)CCC(=O)OC)N(c1ccccc1)C(=O)CC,60815,376.4,6,0,1.9,0,76.2,9,1
CC(Oc1ccccc1N1CCN(CC1)Cc1cccc(c1)C(=O)N1CCCCC1)C,60820,421.6,4,0,4.4,0,36,6,1
CNCC[C@@H](c1cccs1)Oc1cccc2c1cccc2,60835,297.4,3,1,4.3,0,49.5,6,1
O=C1Nc2c(C1)cc(c(c2)Cl)CCN1CCN(CC1)c1nsc2c1cccc2,60854,412.9,5,1,4,0,76.7,4,1
Cc1nc(C)c2c(n1)N(Cc1ccc(cc1)c1ccccc1c1[nH]nnn1)C(=O)CC2,60919,411.5,6,1,3,0,101,4,1
CCCn1c2nc([nH]c2c(=O)n(c1=O)CCC)[C@H]1CCC(=O)C1,60949,318.37,4,1,2.2,0,86.4,5,0
CCOC(=O)C1(CCN(CC1)C)c1cccc(c1)O,61120,263.33,4,1,2.1,0,49.8,4,1
CCC(OC)(C)C,61247,102.17,1,0,1.6,0,9.2,2,1
CCC(=O)N(C1(CCN(CC1)CCc1ccccc1)C(=O)OC)c1ccccc1,62156,394.5,4,0,3.8,0,49.8,8,1
C[C@@H](C(=O)c1ccccc1)N,62258,149.19,2,1,1.1,0,43.1,2,1
FC(c1ccc2c(c1)N(CCCN1CCN(CC1)CCC1OCCCO1)c1c(S2)cccc1)(F)F,62862,507.6,9,0,5.4,0,53.5,7,1
OCCC1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(cc2)S(=O)(=O)N(C)C,62867,475.7,7,1,3.5,0,97.8,8,1
CNCCCN1c2ccccc2Sc2c1cc(Cl)cc2,62875,304.8,3,1,4.7,0,40.6,4,1
O=C(COc1ccc(cc1)Cl)OCCNC12CC3C[C@@H](C2)CC(C1)C3,64517,363.9,4,1,4.7,0,47.6,8,1
CCC(c1ccccc1)(CC(=O)N)O,64814,193.24,2,2,0.6,0,63.3,4,1
CCS(=O)(=O)CCN1C(=O)CN=C(c2c1ccc(c2)Cl)c1ccccc1F,65445,408.9,5,0,2,0,75.2,5,1
Fc1ccc(cc1)C(c1ccc(cc1)F)CCCN1CCC(CC1)n1c(=O)[nH]c2c1ccc(c2)Cl,65449,496,4,1,6.9,0,35.6,7,1
CN(Cc1ccccc1)CCc1cc2c3n1c1ccccc1CCc3ccc2,65468,366.5,1,0,5.8,0,8.2,5,1
Fc1ccc(cc1)C(=O)C1CCN(CC1)CCCn1c(=O)[nH]c2c1ccc(c2)Cl,65489,415.9,4,1,3.7,0,52.6,6,1
Fc1ccc(cc1)C(=O)NCCN1CCC(CC1)n1c(=O)[nH]c2c1ccc(c2)Cl,65490,416.9,4,2,3.7,0,64.7,5,1
CCN(CCN1c2ccccc2Sc2c1cccc2)CC,65535,298.4,3,0,4.9,0,31.8,5,1
CN(=O)(CCCN1c2ccccc2CCc2c1cccc2)C,65589,296.4,2,0,4.8,0,21.3,4,1
n1ccc(cc1)c1cc2c(o1)cccc2,65590,195.22,2,0,2.9,0,26,1,1
OCCN1CCN(CC1)CCCN1c2ccccc2Sc2c1ncc(c2)Cl,65615,405,6,1,3.2,0,68.1,6,1
O=C(c1ccccc1)OC1CN2CCC1CC2,65630,231.29,3,0,2.4,0,29.5,3,1
Clc1ccc2c(c1)C(=NCC(=O)N2CCS(=O)(=O)c1ccc(cc1)C)c1ccccc1Cl,65647,487.4,4,0,4.6,0,75.2,5,1
N1CCC(CC1)OCc1ccc2c(c1)cccc2,65650,241.33,2,1,2.9,0,21.3,3,1
O=C(c1ccc(cc1)Cl)NCCCN1CCOCC1,65659,282.76,3,1,1.8,0,41.6,5,1
CCN1CCc2c(C1)c1c([nH]2)cc(c2c1c(C)cs2)F,65677,288.4,3,1,3.8,0,47.3,1,1
C[C@H](N(C)C)Cc1ccccc1,65682,163.26,1,0,2.7,0,3.2,3,1
Clc1ccc2c(c1)N(CCCN1CCC3(CC1)SCC(=O)N3)c1c(S2)cccc1,65714,446,5,1,5.3,0,86.2,4,1
CC(=O)O[C@@H](c1ccccc1)[C@@H]1CCCCN1,65715,233.31,3,1,2.1,0,38.3,4,1
COCN1C(=O)CN=C(c2c1ccc(c2)[NH]([O])=O)c1ccccc1,65764,325.32,5,0,2,0,87.7,3,1
CCOC(=O)N1CCC(=O)N(c2c1ccc(c2)Cl)c1ccccc1,65803,344.8,3,0,3.3,0,49.8,3,1
OC(=O)C(c1ccc(cc1)C(=O)CCCN1CCC(CC1)OC(c1ccccc1)c1ccccc1)(C)C,65820,499.6,5,1,3.6,0,66.8,11,0
CCc1c(OC)nc2n(c1C)cc(n2)C(=O)c1ccccc1,65822,295.34,4,0,4.3,0,56.5,4,1
OC1CCN(CC1)c1ccc(nn1)c1ccccc1Cl,65835,289.76,4,1,2.5,0,49.2,2,1
OC1CCN(CC1)c1ccc(nn1)c1ccc(cc1Cl)Cl,65836,324.2,4,1,3.1,0,49.2,2,1
N1CCN(CC1)c1cccc2c1OCCO2,65853,220.27,4,1,1.1,0,33.7,1,1
CCOc1ccccc1O[C@@H](c1ccccc1)[C@H]1OCCNC1,65856,313.4,4,1,3,0,39.7,6,1
CCc1ccc(cc1)C(=O)C(CN1CCCC1)C,65860,245.36,2,0,3.4,0,20.3,5,1
COc1cc2c(cc1OC)CC(=NN=C2c1ccc(cc1)N)C,65875,309.4,5,1,1.6,0,69.2,3,1
CC(OCC(OCn1cnc2c1nc(N)nc2)COC(C)C)C,65905,323.39,7,1,1,0,97.3,9,1
CC(=O)Nc1ccc(cc1)OC(=O)[C@@H]1CCC(=O)N1,65920,262.26,4,2,0.3,0,84.5,4,1
O=C(c1ccccn1)N1CCN(CC1)Cc1ccccc1,65975,281.35,3,0,2,0,36.4,3,1
CC(=O)NCCC[C@@H](C(=O)O)NC(=O)C,65977,216.23,4,3,-1.7,0,95.5,6,1
CCCCCCN1CCC(CC1)(c1ccccc1)C(=O)N(CC)C,65996,330.5,2,0,4.4,0,23.6,8,1
CN1CCc2c([C@H](C1)c1cc(Br)cc3c1OCC3)cc(c(c2)Cl)O,66002,408.7,3,1,4.7,0,32.7,1,1
OC(=O)c1ccc(cc1)c1ccccc1,66724,198.22,2,1,3.5,0,37.3,2,0
CCCCCC1(CC)C(=O)NC(=O)NC1=O,66994,226.27,3,2,2.2,0,75.3,5,1
CN(CCCN1c2ccccc2C=Cc2c1cccc2)C,67534,278.4,2,0,5,0,6.5,4,1
CCN(C(=O)CNC(=O)c1cc(OC)c(c(c1)OC)OC)CC,67763,324.37,5,1,1.4,0,77.1,8,1
O=c1ccc2c(c1)[nH]c1c2cc[nH]c1C,68094,198.22,3,2,0.7,0,41.1,0,1
O=C(c1cccnc1)N1CCOCC1,68116,192.21,3,0,-0.1,0,42.4,1,1
CC(C(F)(F)F)(O)C,68182,128.09,4,1,1,0,20.2,0,1
Fc1ccc(cc1)OCCCN1CCC2(CC1)C(=O)NCN2c1ccccc1,68186,383.5,5,1,3.4,0,44.8,6,1
C=CCC1(CC(=C)Br)C(=O)NC(=O)NC1=O,68416,287.11,3,2,1.5,0,75.3,4,1
Fc1ccc(cc1)C(=O)C1CCN(CC1)CCc1c(C)nc2n(c1=O)CCS2,68604,401.5,6,0,2.8,0,78.3,5,1
CN[C@H]1CC[C@H](c2c1cccc2)c1ccc(c(c1)Cl)Cl,68617,306.2,1,1,4.8,0,12,2,1
O=c1[nH]c2c(n1C1CCN(CC1)CCOc1ccccc1)cccc2,68634,337.4,3,1,3.6,0,44.8,5,1
O=C(c1cc2c(o1)cccc2)N1CCN(CC1)Cc1ccccc1,68664,320.4,3,0,3.6,0,36.7,3,1
CSc1c(Cl)nc(nc1N1CCN(CC1)C)NC,68678,287.81,6,1,2.3,0,69.6,3,1
CCCC(C(=O)N)(CCC)CCC,68689,185.31,1,1,3.2,0,43.1,7,1
COc1ccccc1N1CCN(CC1)CCc1oc(=O)[nH]c1c1ccc(cc1)F,68696,397.4,6,1,3.3,0,54,6,1
OCc1ccccc1c1nc(nn1C)c1cccnc1,68702,266.3,4,1,1.4,0,63.8,3,1
Cc1ccccc1N1CCN(CC1)CCCOc1ccccn1,68710,311.4,4,0,3.5,0,28.6,6,1
COc1ccc2c(c1)c1CCN=C3c1n2CCN3C,68713,255.31,2,0,1.4,0,29.8,1,1
CSc1c(Cl)nc(nc1N1CCN(CC1)C)NC(C)C,68725,315.87,6,1,3.1,0,69.6,4,1
Clc1ccc2c(c1)C(=NCC(=O)N2CCOCC1CC1)c1ccccc1,68777,368.9,3,0,3.4,0,41.9,6,1
CC(N1CCC(CC1)(c1ccccc1)c1ccccc1)(C)C,68778,293.4,1,0,5.2,0,3.2,3,1
Clc1ccc2c(c1)C(=NCc1n2c(C)nc1)c1ccccc1Cl,68790,342.2,2,0,3,0,30.2,1,1
O=C(CN1CCCC1=O)NNC(=O)CN1CCCC1=O,68793,282.3,4,2,-1.8,0,98.8,4,1
CN(C(=O)CCNc1ccc(cc1)Br)C,68839,271.15,2,1,2.6,0,32.3,4,1
CCC1(CC)C(=O)NC=C(C1=O)C,68842,181.23,2,1,1.4,0,46.2,2,1
CCC(C(=O)N)(CC=C)CC,68845,155.24,1,1,1.8,0,43.1,5,1
CN(CC(=O)N1c2ccccc2Sc2c1cccc2)C,68846,284.4,3,0,3.1,0,48.8,2,1
CN1CCC2=C(CC1)c1ccccc1Oc1c2cccc1,68858,277.4,2,0,3.4,0,12.5,0,1
CCN(CC(=O)Oc1ccc(cc1)NC(=O)C)CC,68865,264.32,4,1,1.1,0,58.6,7,1
O=C(C(C)(C)C)NCCCC(=O)O,68888,187.24,3,2,0.8,0,66.4,5,1
CC(=C)CNCC(=O)N(c1ccc(cc1C(=O)c1ccccc1)Cl)C,68903,356.8,3,1,4.1,0,49.4,7,1
CCCN1CCC(=CC1)c1c[nH]c2c1cc(Cl)cc2,68915,274.79,1,1,3.8,0,19,3,1
C1CCc2c(N1)cccc2,69460,133.19,1,1,2.3,0,12,0,1
Cc1nn(c(c1)O)c1ccccc1,70335,174.2,2,1,1.8,0,32.3,1,1
CN1CCC(CC1)OC1c2ccccc2CCc2c1cccc2,70593,307.4,2,0,4.2,0,12.5,2,1
COc1cc(CCN2CCN(CC2)c2cccc(c2)Cl)ccc1OC,71066,360.9,4,0,4.4,0,24.9,6,1
Fc1ccc(cc1)C(=O)CCCN1CCC(CC1)(c1ccc(cc1)Cl)C(=O)N(C)C,71101,430.9,4,0,3.5,0,40.6,7,1
CCCC(C(=O)N)CCC,71113,143.23,1,1,2.1,0,43.1,5,1
CN(CCC=C1c2ccccc2Sc2c1cccc2)C,71115,281.4,2,0,4.6,0,28.5,3,1
Fc1ccc(cc1)C(=O)CCCN1CCC2(CC1)CC(=O)N(C2=O)C,71117,346.4,5,0,1.3,0,57.7,5,1
CN1CCc2c(C1)c1c([nH]2)ccc2c1c(C)cs2,71140,256.4,2,1,3.3,0,47.3,0,1
OCCN(CC(=O)N(c1ccc(cc1C(=O)c1ccccc1Cl)Cl)C)CCO,71142,425.3,5,2,2.6,0,81.1,9,1
NC(=O)NCCN1CCN(CC1)c1cccc(c1)C(F)(F)F,71153,316.32,6,2,1.5,0,61.6,4,1
O=C(Nc1c(C)cccc1C)CN1CCCC1=O,71157,246.3,2,1,1.4,0,49.4,3,1
CCCC(C(=O)OCOC(=O)C(C)(C)C)CCC,71160,258.35,4,0,4.3,0,52.6,10,1
O=C1CC(C(=O)N1CN1CCOCC1)(C)c1ccccc1,71165,288.34,4,0,1,0,49.8,3,1
COc1ccc2c(c1)C(O)(CCCN(C)C)c1c(S2)cccc1,71195,329.5,4,1,3.4,0,58,5,1
N1CCC(CC1)CCc1cc(nc2c1cccc2)c1ccccc1,71219,316.4,2,1,5,0,24.9,4,1
C[C@@H](Cc1ccc(cc1C)N(C)C)N,71221,192.3,2,1,2.2,0,29.3,3,1
O=C1CC(=O)N(c2c(N1c1ccccc1)c(C)[nH]n2)C,71228,270.29,3,1,1.1,0,69.3,1,1
CC(NS(=O)(=O)CCN1C(=O)c2c(C1=O)cccc2)C,71248,296.34,5,1,1.4,0,91.9,5,1
COc1cc2c(cc1OC)CC(=NN=C2c1cccc(c1)Cl)C,71257,328.8,4,0,3.8,0,43.2,3,1
O=C1C=CC(=c2[nH]nc(c(c2)C)NCCN2CCOCC2)C=C1,71258,314.4,6,2,1.7,0,70.5,5,1
Cn1c(=O)n(C)c2c(c1=O)n(CCN1CCC(CC1)c1c[nH]c3c1cccc3)cn2,71304,406.5,4,1,1.9,0,77.5,4,1
O=C(c1cc(Cl)c(cc1OCC1CC1)N)NC1CN2CCC1CC2,71342,349.9,4,2,2.5,0,67.6,5,1
Fc1ccc2c(c1)onc2C1CCN(CC1)CCc1c(C)nc2n(c1=O)cccc2C,71351,420.5,6,0,3.3,0,61.9,4,1
CN([C@H](c1ccccc1)CCOc1cccc2c1cccc2)C,71353,305.4,2,0,5.1,0,12.5,6,1
COc1cc(ccc1OCCCN1CCC(CC1)c1noc2c1ccc(c2)F)C(=O)C,71360,426.5,7,0,4.1,0,64.8,8,1
O=C1NC(=O)CN(C1)C[C@@H](N1CC(=O)NC(=O)C1)C,71384,268.27,6,2,-1.4,0,98.8,3,0
CN(CC1=Cc2ccccc2Sc2c1cccc2)C,71644,267.4,2,0,3.9,0,28.5,2,1
Clc1ccc2c(c1)N(C(=O)CCN2)c1ccccc1,71709,272.73,2,1,2.5,0,32.3,1,1
O=C1NC(=O)C2(N1)CCc1c(C2)cccc1,71726,216.24,2,2,1.2,0,58.2,0,1
Fc1ccc(cc1)C(=O)C1CCN(CC1)CCCn1c(=O)[nH]c2c1cccc2,71744,381.4,4,1,3.1,0,52.6,6,1
CCS(=O)(=O)c1ccc(cc1)F,71814,188.22,3,0,1.6,0,42.5,2,1
NNCC1CCCCC1,71824,128.22,2,2,1.4,0,38,2,1
OCC1(CO)COC(OC1)C(Cl)(Cl)Cl,71839,265.5,4,2,0.5,0,58.9,2,1
CN(CCOC(=O)CCC1CCCCC1)C,71875,227.34,3,0,3.2,0,29.5,7,1
O=C1CCC2N1C(=O)CC2,71893,139.15,2,0,-0.3,0,37.4,0,1
Clc1cccc(c1)N1CCN(CC1)CCc1[nH]nc(c1)C,71897,304.82,3,1,3.2,0,35.2,4,1
CC(c1ccccc1OCC1=NCCN1)C,71899,218.29,2,1,2,0,33.6,4,0
CN(CC(=O)C=C1c2ccccc2CCc2c1cccc2)C,71935,291.4,2,0,3.6,0,20.3,3,1
Brc1cc2c(s1)n1c(CN=C2c2ccccc2Cl)nnc1C1CCCCC1,71949,461.8,4,0,4.6,0,71.3,2,1
NCCCC[C@@H](C(=O)NCC(=O)N(c1ccc(cc1C(=O)c1ccccc1)Cl)C)N,71968,430.9,5,3,1.9,0,119,10,1
Fc1cccc(c1N=C1NCCN1)Br,71969,258.09,2,2,1.4,0,36.4,2,1
O=C(NC(=O)c1ccccc1)NC1CCN(CC1)Cc1ccc2c(c1)cccc2,72002,387.5,3,2,4.7,0,61.4,4,1
