smiles,cid,Molecular_Weight,Hydrogen_bond_Acceptor,Hydrogen_bond_Donor,xlogP,Physiological_Charge,Polarized_Surface_Area,Number_of_Rotatable_bonds,BBB,,cid,,,cid
CCC(OC(C)=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,10517,353.5,3,0,4.3,0,29.5,9,1,,10675,,,
CCC1(C(=O)NC(=O)NC1=O)C1=CCCCCC1,10518,250.29,3,2,2,0,75.3,2,1,,10783,,,
CN(C)CCn1cnc2c1C(=O)N(C)C(=O)N2C,10612,251.29,4,0,-0.5,0,61.7,3,1,,10836,,,
CN(C)CCc1c[nH]c2cccc(c12)OP(O)(O)=O,10624,284.25,5,3,-1.6,0,85.8,5,1,,11507,,,
Clc1cccc(c1)N1CCN(CCCN2C(=O)Nc3ccccc3C2=O)CC1,10675,398.9,4,1,3.2,0,55.9,5,1,,11582,,,
CC1OC(=O)N(CC=C)C1=O,10683,155.15,3,0,0.8,0,46.6,2,1,,11594,,,
Cc1ncsc1CCCl,10783,161.65,2,0,2.1,0,41.1,2,1,,12124,,,
CN[C@@H](C)Cc1ccccc1,10836,149.23,1,1,2.1,0,12,3,1,,12348,,,
CCOC(=O)NC(O)C(Cl)(Cl)Cl,10944,236.48,3,2,1.8,0,58.6,3,1,,12418,,,
CC(=O)[C@@]1(O)[C@H](O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,11687,346.5,4,2,2.7,0,74.6,1,1,,12478,,,
CC(=O)Nc1cccc(c1)O,12124,151.16,2,2,0.7,0,49.3,1,1,,12512,,,
COc1cc(cc(c1OC)OC)C(=O)N1CCOCC1,12478,281.3,5,0,0.9,0,57.2,4,1,,12598,,,
CCCC(=O)c1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,12598,409.6,5,0,5,0,52.1,7,1,,12938,,,
CN(C)C1=NC(=O)C(O1)c1ccccc1,12602,204.22,2,0,1.5,0,41.9,2,1,,13086,,,
COC(F)(F)C(F)Br,12676,192.96,4,0,2.1,0,9.2,2,1,,13122,,,
CCC1(C(=O)NC(=O)N(C(=O)c2ccccc2)C1=O)c1ccccc1,12938,336.3,4,1,3.3,0,83.6,3,1,,13129,,,
Cc1cccc(c1NC(=O)c1ccc(cc1)N)C,13086,240.3,2,2,2.2,0,55.1,2,1,,13379,,,
CC(=O)NCC1(CCN(CCCC(=O)c2ccc(cc2)F)CC1)c1ccccc1,13122,396.5,4,1,3.6,0,49.4,8,1,,13381,,,
FCC(F)(F)F,13129,102.03,4,0,1.7,0,0,0,1,,13743,,,
CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(ccc21)Cl,13314,335.2,3,1,2.4,0,52.9,1,1,,13756,,,
COc1ccccc1N1CCN(CCCC(O)c2ccc(cc2)F)CC1,13333,358.4,5,1,3.5,0,35.9,7,1,,13883,,,
CCCCC1(CCOC(N)=O)C(=O)NC(=O)NC1=O,13743,271.27,5,3,0.5,0,128,7,1,,13923,,,
[O-][N+]1=C(c2ccccc2)c2cc(ccc2NC(=O)C1)Cl,13756,286.71,3,1,2.3,0,52.9,1,1,,14052,,,
Oc1ccccc1c1ocnn1,13883,162.15,4,1,1.1,0,59.2,1,1,,14190,,,
N\C(=N)\NCCCOc1ccccc1,13923,193.25,2,2,1.1,0,73.6,5,1,,14380,,,
Cc1ncc(c(c1O)CO)CSSCc1cnc(c(c1CO)O)C,14190,368.5,8,4,1.2,0,157,7,1,,14670,,,
CCCC(N1CCCC1)C(=O)c1ccc(cc1)C,14373,245.36,2,0,3.8,0,20.3,5,1,,15004,,,
Nc1ccc(cc1)S(=O)(=O)N1CC2CCC(CC2)C1,14380,280.39,4,1,1.9,0,71.8,2,1,,15130,,,
CCNC1C2CCC(C2)C1c1ccccc1,14584,215.33,1,1,3.3,0,12,3,1,,15139,,,
CCCC(Cc1ccccc1)N1CCCC1,14592,217.35,1,0,4,0,3.2,5,1,,15330,,,
CN(C)CCCN1c2ccccc2Sc2cccnc12,14670,285.4,4,0,3.4,0,44.7,4,1,,15387,,,
CC1C2Cc3ccc(cc3C1(C)CCN2CCc1ccccc1)O,14707,321.5,2,1,3.8,0,23.5,3,1,,15413,,,
CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)c2ccc(c(c2)Cl)Oc2cc3cc(c2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@@H](O)[C@@H]2NC(=O)[C@H](NC(=O)[C@@H]3NC(=O)[C@H](CC(N)=O)NC1=O)c1ccc(c(c1)c1c(cc(cc1[C@H](NC2=O)C(O)=O)O)O)O VANCOMYCIN,14969,1449.2,26,19,-2.6,0,531,13,0,,15443,,,
CCC1NC(=O)C(NC(=O)c2ncccc2O)C(C)OC(=O)C(NC(=O)C2CC(=O)CCN2C(=O)C(Cc2ccc(cc2)N(C)C)N(C)C(=O)C2CCCN2C1=O)c1ccccc1,14974,867,12,4,2.8,0,228,7,0,,15600,,,
CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCc2c(c(c(c(c2O1)C)C)O)C,14985,430.7,2,1,10.7,0,29.5,12,1,,15723,,,
CCCOC(=O)Cc1ccc(c(c1)OC)OCC(=O)N(CC)CC,15004,337.4,5,0,2.8,0,65.1,11,1,,16106,,,
COc1ccccc1N1CCN(CCCC(=O)c2ccc(cc2)F)CC1,15139,356.4,5,0,3.6,0,32.8,7,1,,16229,,,
CC1CCN(CCCC(=O)c2ccc(cc2)F)CC1,15387,263.35,3,0,3.3,0,20.3,5,1,,16231,,,
Fc1ccc(cc1)C(=O)CCCN1CCN(CC1)c1ccccn1,15443,327.4,5,0,3.3,0,36.4,6,1,,16351,,,
Cc1cc(cc(c1)OCC1CNC(=O)O1)C,15459,221.25,3,1,2.2,0,47.6,3,1,,16362,,,
OC(C1CCNCC1)(c1ccccc1)c1ccccc1,15723,267.4,2,2,2.9,0,32.3,3,1,,16363,,,
CN1CCN(CC1)C1=Nc2ccccc2Cc2ccccc21,16106,291.4,2,0,2.8,0,18.8,1,1,,16426,,,
CCN(CCO)CCn1c(nc2c1C(=O)N(C)C(=O)N2C)Cc1ccccc1,16229,385.5,5,1,1.2,0,81.9,8,1,,16622,,,
N\C(=N)\NC(=O)c1nc(c(nc1N)N)Cl,16231,229.63,5,4,-0.7,0,159,1,0,,17298,,,
CN1CCN(CC1)C1=Nc2ccccc2Sc2ccc(cc12)Cl,16351,343.9,3,0,3.6,0,44.1,1,1,,17358,,,
Fc1ccc(cc1)C(CCCN1CCC(CC1)N1C(=O)Nc2ccccc12)c1ccc(cc1)F,16362,461.5,4,1,6.3,0,35.6,7,1,,17676,,,
Fc1ccc(cc1)C(=O)CCCN1CCC(CC1)N1C(=O)Nc2ccccc12,16363,381.4,4,1,3.7,0,52.6,6,1,,17860,,,
CC(=O)Nc1ccc(cc1)OC(C)(C)C,16426,207.27,2,1,2.4,0,38.3,3,1,,17925,,,
CCCCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C)C(=O)CO,16533,476.6,7,2,3.6,0,101,7,1,,17928,,,
CCNC1(CCCCC1)c1ccccc1,16622,203.32,1,1,3.3,0,12,3,1,,17931,,,
C[C@@]12CCC(=O)C=C2CC[C@H]2[C@@H]3CC[C@](O)(C(=O)COC(=O)CCC(O)=O)[C@@]3(C)C[C@H](O)[C@@H]21,16623,462.5,8,3,1.8,0,138,7,1,,18104,,,
CCOC(=O)N(Cc1ccccc1)C1CC1,17298,219.28,2,0,2.5,0,29.5,5,1,,18508,,,
CC(O)CC1(CC=C)C(=O)NC(=O)NC1=O,17336,226.23,4,3,0.2,0,95.5,4,1,,18591,,,
CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,17676,411.6,6,1,2.6,0,72.3,7,1,,18622,,,
Cc1nccnc1N1CCCCC1,17860,177.25,3,0,1.5,0,29,1,1,,18847,,,
Clc1ccc2c(c1)C(=NCC(=O)N2)c1ccccc1Cl,17925,305.2,2,1,3.1,0,41.5,1,1,,19063,,,
O=C1CCC2(CCC(=O)c3ccccc32)C(=O)N1,17928,243.26,3,1,0.7,0,63.2,0,1,,19607,,,
CN1C(=S)CN=C(c2ccccc2)c2cc(ccc21)Cl,17931,300.8,2,0,3.6,0,47.7,1,1,,19675,,,
CCC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,18104,425.6,6,1,3.1,0,72.3,8,1,,19687,,,
Cc1onc(c1C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O)c1c(cccc1Cl)Cl DICLOXACILLIN,18381,470.3,7,2,2.9,0,138,4,0,,20266,,,
Fc1ccc(cc1)C(=O)CCCN1CCN2CCCC2C1,18484,290.38,4,0,2.4,0,23.6,5,1,,20313,,,
CCOC(=O)NNC(C)c1ccccc1,18608,208.26,3,2,2,0,50.4,5,1,,20674,,,
O=C1NCNC1(c1ccccc1)c1ccccc1,18622,238.28,2,2,2.2,0,41.1,2,1,,20787,,,
COc1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,18847,314.4,4,0,4.9,0,41,5,1,,20883,,,
CC1(C)S[C@@H]2[C@H](NC(=O)C3(N)CCCCC3)C(=O)N2[C@H]1C(O)=O CYCLACILLIN,19003,341.4,6,3,1.3,0,138,3,0,,21087,,,
CC(C)NNC(=O)COc1ccc(cc1)Cl,19063,242.7,3,2,2,0,50.4,5,1,,21102,,,
CC(CC(C)(C)O)OC(O)C(Cl)(Cl)Cl,19094,265.6,3,2,2.1,0,49.7,4,1,,21693,,,
NC(=O)OC(C#C)c1ccccc1,19111,175.18,2,1,1.6,0,52.3,3,1,,21722,,,
CCCCNCC1COc2cccc(c2O1)OCC,19127,265.35,4,1,2.9,0,39.7,7,1,,21770,,,
CC1C2Cc3ccc(cc3C1(C)CCN2CC1CC1)O,19143,271.4,2,1,2.6,0,23.5,2,1,,21772,,,
CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c1ccccc1)C2=O)C(O)=O CEFALOGLYCIN,19150,405.4,8,3,-3,0,164,7,0,,21851,,,
CCC1(OCC(O1)C1CCCCN1)c1ccccc1,19324,261.36,3,1,2.6,0,30.5,3,1,,21908,,,
CN(C)CC(CN1c2ccccc2Sc2ccccc21)N(C)C,19392,327.5,4,0,4.8,0,35,5,1,,21950,,,
CC(CN(C)C)CN1c2ccccc2S(=O)(=O)c2ccccc12,19396,330.4,4,0,3.4,0,49,4,1,,22047,,,
CC(Cc1ccccc1)NCCn1cnc2c1C(=O)N(C)C(=O)N2C,19527,341.4,4,1,1.4,0,70.5,6,1,,23483,,,
CCC(=O)C1(CCN(CCCC(=O)c2ccc(cc2)F)CC1)N1CCCCC1,19607,388.5,5,0,3.3,0,40.6,8,1,,23573,,,
CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]1[C@@H](O[C@@H](C)[C@]1(O)C=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](N/C(/N)=N)[C@@H](O)[C@@H]1N/C(/N)=N STREPTOMYCIN,19649,581.6,15,12,-8,0,336,9,0,,23603,,,
CC(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,19675,410.6,5,1,4,0,69.1,7,1,,23728,,,
OCCN1CCCN(CCCN2c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1,19687,451.5,8,1,4.7,0,55.2,6,1,,23878,,,
CCC(C)C(CC)C(N)=O,20140,143.23,1,1,1.9,0,43.1,4,1,,23896,,,
NC(CC=C)Cc1ccccc1,20254,161.24,1,1,2.5,0,26,4,1,,23914,,,
CCCCNC(=O)OCC(C)(CCC)COC(N)=O,20266,274.36,4,2,2.4,0,90.6,11,1,,25215,,,
C[N+](C)([O-])CCC=C1c2ccccc2CCc2ccccc12,20313,293.4,1,0,4.5,0,18.1,3,1,,25255,,,
CCC(C(=O)OCCN1CCOC(C1C)c1ccccc1)c1ccccc1,20395,367.5,4,0,4.3,0,38.8,8,1,,25293,,,
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,20469,408.9,5,3,2.2,0,94.8,2,1,,25382,,,
CCCCNCC1COc2ccccc2O1,20504,221.29,3,1,2.5,0,30.5,5,1,,25431,,,
OC(C(=O)OCCN1CCCCC1)(c1ccccc1)c1ccccc1,20674,339.4,4,1,3.5,0,49.8,7,1,,25904,,,
OCCOC(=O)NCc1ccccc1,20787,195.21,3,2,0.8,0,58.6,5,1,,26369,,,
CCCCCCC(C)NN,20811,144.26,2,2,2.4,0,38,6,1,,26388,,,
CC1(C)S[C@@H]2[C@H](NC(=O)C(C(O)=O)c3ccccc3)C(=O)N2[C@H]1C(O)=O CARBENICILLIN,20824,378.4,7,3,1.1,0,149,5,0,,26533,,,
CN(C)CCCN1C(=O)N(c2ccccc2)c2cc(ccc12)Cl,20883,329.8,2,0,2.9,0,26.8,5,1,,26650,,,
CN(C)CCON=C1c2ccccc2CCc2ccccc12,21087,294.4,3,0,4.3,0,24.8,4,1,,26879,,,
CC(=O)Nc1ccc(cc1)OC(=O)c1ccccc1OC(C)=O,21102,313.3,5,1,2.2,0,81.7,6,1,,26929,,,
Cc1onc(c1C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O)c1c(cccc1Cl)F FLUCLOXACILLIN,21319,453.9,8,2,2.6,0,138,4,0,,27400,,,
CN(C)CCCC1c2ccccc2Nc2ccc(cc12)Cl,21382,300.8,2,1,4.6,0,15.3,4,1,,27453,,,
COC(=O)c1cncn1C(C)c1ccccc1,21474,230.26,3,0,2.7,0,44.1,4,1,,27761,,,
Fc1ccc(cc1)C(CCCN1CCN(CCNc2ccccc2)CC1)c1ccc(cc1)F,21693,449.6,5,1,6.1,0,18.5,10,1,,27918,,,
CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,21700,521,7,1,3,0,107,8,1,,28315,,,
CN(C)CCCn1c2c(c3ccccc13)CCCCCC2,21722,284.4,1,0,4.6,0,8.2,4,1,,28329,,,
NC(=O)c1cc[n+](cc1)CC1=C(N2[C@H](SC1)[C@H](NC(=O)Cc1sccc1)C2=O)C([O-])=O CEFALONIUM,21743,458.5,7,2,0.7,0,190,6,0,,28424,,,
C(Cc1cn(c2ccccc12)Cc1ccccc1)c1ccncc1,21770,312.4,1,0,4.7,0,17.8,5,1,,28425,,,
CC(CC1c2ccccc2CCc2ccccc12)CN(C)C,21772,293.4,1,0,5.1,0,3.2,4,1,,28554,,,
NC1CCCC1c1ccccc1,21786,161.24,1,1,1.9,0,26,1,1,,28690,,,
CC1NC(=O)COC1c1ccccc1,21789,191.23,2,1,1.2,0,38.3,1,1,,28692,,,
CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,21800,504.6,8,1,3.6,0,107,8,1,,28876,,,
CC(C)(C)CC(=O)OCC(=O)[C@]12OC(C)(C)O[C@@H]2C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,21826,532.6,8,1,4.8,0,99.1,6,1,,29083,,,
ClC(Cl)(Cl)COC(=O)OCC(Cl)(Cl)Cl,21851,324.8,3,0,4.2,0,35.5,4,1,,30019,,,
CCC1(N(C)C(=O)NC1=O)c1ccccc1,21908,218.25,2,1,1.5,0,49.4,2,1,,30429,,,
CN(C)CCOC(c1ccccc1)c1ccccc1C(C)(C)C,21916,311.5,2,0,5.1,0,12.5,7,1,,30487,,,
CCOC(=O)C1(CCN(CCCNc2ccccc2)CC1)c1ccccc1,21950,366.5,4,1,4.5,0,41.6,9,1,,30630,,,
CN1CCN(CC1)C1=Nc2ccccc2Sc2ccc(cc12)C,22047,323.5,3,0,3.3,0,44.1,1,1,,31075,,,
CN(C)CCN1C(=O)CC(Sc2ccccc12)c1ccccc1,22107,326.5,3,0,3.1,0,48.8,4,1,,31157,,,
CC[C@@H](OC(C)=O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1,22308,353.5,3,0,4.3,0,29.5,9,1,,31264,,,
OC(C1CC1c1ccncc1)(c1ccccc1)c1ccccc1,23287,301.4,2,1,3.6,0,33.1,4,1,,31272,,,
CO[C@H]1C=CO[C@@]2(C)Oc3c(c(c4c(c(cc(c4c3C2=O)O)NC(=O)C(=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C)O)O)C RIFAMYCIN,23429,697.8,12,6,4.9,0,201,3,0,,31276,,,
CN(C)c1cnccn1,23483,123.16,3,0,0.9,0,29,1,1,,31285,,,
CNCCCC1(OC(C)(C)c2ccccc12)c1ccccc1,23573,295.4,2,1,3.5,0,21.3,5,1,,31373,,,
NC(=O)C1c2ccccc2CCc2ccccc21,23603,237.3,1,1,2.4,0,43.1,1,1,,31423,,,
CN(C)CCN1CCN(C1=O)c1cccc(c1)Cl,23728,267.75,2,0,1.7,0,26.8,4,1,,31640,,,
CN(C)CCC1(C=Cc2ccccc12)c1ccccc1,23878,263.4,1,0,4.6,0,3.2,4,1,,31707,,,
CN1CCN(CCN2CCN(CCCN3c4ccccc4Sc4ccc(cc34)Cl)CC2)C1=O,23896,486.1,5,0,4.2,0,58.6,7,1,,31740,,,
CCc1c([nH]c2c1C(=O)C(CC2)CN1CCOCC1)C,23897,276.37,3,1,1.7,0,45.3,3,1,,32049,,,
CCc1ccccc1N1C(=Nc2ccccc2C1=O)C,23914,264.32,2,0,2.9,0,32.7,2,1,,32068,,,
CN1C(=O)CN2CCc3ccccc3C2c2cc(ccc21)Cl,24107,312.8,2,0,3.3,0,23.6,0,1,,32226,,,
CN1C(=O)CN=C(C2=CCCCC2)c2cc(ccc12)Cl,25215,288.77,2,0,3.2,0,32.7,1,1,,32345,,,
NC(=O)C1c2ccccc2C=Cc2ccccc21,25255,235.28,1,1,2.9,0,43.1,1,1,,32593,,,
OC1(CCN(CCCC(=O)c2ccc(cc2)F)CC1)c1ccc(c(c1)C(F)(F)F)Cl,25293,443.9,7,1,4.1,0,40.5,6,1,,32940,,,
CNCCOC(c1ccccc1)c1ccccc1C,25315,255.35,2,1,3.3,0,21.3,6,1,,33014,,,
CN(C)CCC=C1c2ccccc2C(C)(C)c2ccccc12,25382,291.4,1,0,5.6,0,3.2,3,1,,33471,,,
CN1N=C(N(C)C1=S)c1cccc(c1)F,25431,223.27,3,0,1.9,0,50.9,1,1,,33474,,,
CCCCOCC(CN1C(=O)NC(=O)C(CC)(C1=O)c1ccccc1)OC(N)=O,25803,405.4,6,2,2.3,0,128,11,1,,33630,,,
CCN(CC)CCOC1(CCCCC1)c1ccc(cc1)Cl,25904,309.9,2,0,4.6,0,12.5,7,1,,33746,,,
CC(CN1c2ccccc2Sc2ccc(cc21)C(C)=O)N(C)C,26035,326.5,4,0,4.3,0,48.8,4,1,,33925,,,
CCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C)C(=O)CO,26133,432.5,6,2,3.2,0,101,6,1,,34154,,,
CC(C)(O)C(C)(O)c1cccc(c1)Cl,26369,214.69,2,2,1.8,0,40.5,2,1,,34274,,,
CS(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(CC1)C(N)=O)c1ccccc1S2,26388,445.6,6,1,3.1,0,117,6,1,,34312,,,
CSc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,26430,344.5,4,0,5.2,0,57.1,5,1,,34624,,,
O=C1CCC(N2C(=O)C3C4CCC(C4)C3C2=O)C(=O)N1,26516,276.29,4,1,0.1,0,83.6,1,1,,34756,,,
CCNC1(CCCCC1=O)c1sccc1,26533,223.34,3,1,2,0,57.3,3,1,,34787,,,
COc1cc(cc(c1OC)OC)C(=O)N1CCCCCCC1,26650,307.4,4,0,3,0,48,4,1,,34870,,,
C[C@H](Cc1ccccc1)N(C)CC#C,26757,187.28,1,0,2.8,0,3.2,4,1,,35758,,,
CC(Cc1ccccc1)N(C)Cc1occc1,26762,229.32,2,0,3.2,0,16.4,5,1,,35775,,,
CCCCCCCCCCOc1c(cc(cc1OC)C(N)=O)OC,26929,337.5,4,1,5.2,0,70.8,13,1,,36109,,,
CS(=O)(=O)c1ccc(cc1)[C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl,27200,356.2,5,3,-0.3,0,112,6,1,,36834,,,
Clc1ccc(cc1)C12CC2C(=O)NC1=O,27361,221.64,2,1,1.3,0,46.2,1,1,,37015,,,
CN1CCC(CC1)=C1c2ccsc2CCc2ccccc12,27400,295.4,2,0,3.8,0,31.5,0,1,,37114,,,
CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c1ccccc1)C2=O)C(O)=O CEFALEXIN,27447,347.4,6,3,0.6,0,138,4,0,,37183,,,
[O-][N+]1=C(c2ccccc2)c2cc(ccc2N=C(C1)NCC1CC1)Cl,27452,339.8,3,1,3.1,0,48.2,3,1,,37614,,,
CCC(CC)(CNC(=O)CCCO)c1cccc(c1)OC,27453,293.4,3,2,2.7,0,58.6,9,1,,37632,,,
CCC(C)C(C(=O)OC1CC[N+](C)(C)CC1)c1ccccc1 PENTAPIPERIUM,27490,304.4,2,0,4.2,1,26.3,6,0,,37767,,,
CCN(CC)c1ccc(c(c1)C)NC(=O)c1ccccc1N,27761,297.4,3,2,3.8,0,58.4,5,1,,37825,,,
NNC(=O)CP(=O)(c1ccccc1)c1ccccc1,27918,274.25,3,2,1.1,0,72.2,4,1,,37906,,,
CO[C@H]1[C@@H](CC(=O)O[C@H](C)CC=CC=C[C@H](O)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@@H]1O[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O2)[C@@H]([C@H]1O)N(C)C)OC(C)=O JOSAMYCIN,28107,828,16,3,2.9,0,206,14,0,,38361,,,
CCN(CC)CCn1cnc2c1C(=O)N(C)C(=O)N2C,28329,279.34,4,0,0.3,0,61.7,5,1,,38706,,,
OCCCN1CCN(CCCC2c3ccccc3Sc3ccc(cc23)Cl)CC1,28361,417,4,1,4.6,0,52,7,1,,39187,,,
CN(C)CCCN1c2ccccc2CC(=O)c2ccccc12,28424,294.4,3,0,3.4,0,23.6,4,1,,39912,,,
CNCC12CCC(c3ccccc13)c1ccccc12,28425,249.3,1,1,3.7,0,12,2,1,,40029,,,
CCN(CC)CCNC(=O)COc1ccc(cc1)Cl,28554,284.78,3,1,2.6,0,41.6,8,1,,40460,,,
CC(Cc1ccccc1)NC(C#N)c1ccccc1,28615,250.34,2,1,3.7,0,35.8,5,1,,40589,,,
FC(F)(F)c1ccc2c(c1)N(CCCN1CCN(CC1)C1CC1)c1ccccc1S2,28690,433.5,7,0,5.6,0,35,5,1,,40903,,,
CN(C)CCCN1C(=O)c2ccccc2c2ccccc12,28692,280.4,2,0,3,0,23.6,4,1,,41536,,,
CNCCON=C1c2ccccc2C=Cc2ccccc12,28876,278.3,3,1,4,0,33.6,4,1,,41693,,,
CCC[C@@H]1C[C@H](N(C)C1)C(=O)NC(C(C)Cl)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O CLINDAMYCIN,29029,425,7,4,2.2,0,128,7,0,,41967,,,
NC(=O)CN1Cc2ccccc2OC1=O,29083,206.2,3,1,0.2,0,72.6,2,1,,42153,,,
CCOC(=O)[C@@]1(CCC=C[C@H]1N(C)C)c1ccccc1,30131,273.37,3,0,3.1,0,29.5,5,1,,42510,,,
COc1cccc2c1C(=O)c1c(c3c(c(c1C2=O)O)C[C@](O)(C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1)C(C)=O)O,30323,527.5,11,5,1.8,0,186,4,0,,42884,,,
CC(C)NC(=O)OC1CCN(CCCC(=O)c2ccc(cc2)F)CC1,30429,350.4,5,1,3.1,0,58.6,8,1,,43215,,,
C[C@H]1[C@@H](OCCN1C)c1ccccc1,30487,191.27,2,0,1.9,0,12.5,1,1,,43473,,,
CC1(C)OC(=O)Nc2ccc(cc12)Br,30630,256.1,2,1,2.4,0,38.3,0,1,,43876,,,
CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)CSc1ccncc1)C2=O)C(O)=O CEFAPIRIN,30699,423.5,9,2,-1.1,0,177,8,0,,43961,,,
CN(C)CCC(C1CCCCC1)c1ccccc1,31041,245.4,1,0,5.1,0,3.2,5,1,,44115,,,
CNCCCC1(C)C(=O)N(c2ccccc2)c2ccccc12,31075,294.4,2,1,3.2,0,32.3,5,1,,44571,,,
CC1CN(C)CC2Cc3c(ccc4ccccc34)OC12O,31117,283.4,3,1,3.3,0,32.7,0,1,,44668,,,
CN1C(=O)CC(=O)N(c2ccccc2)c2cc(ccc21)C(F)(F)F,31157,334.29,5,0,2.4,0,40.6,1,1,,46516,,,
CC1OC(C)OC(C)O1,31264,132.16,3,0,0.7,0,27.7,0,1,,47207,,,
FC(Br)C(F)(F)F,31300,180.93,4,0,2.6,0,0,0,1,,49381,,,
C[C@@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]2C[C@@H](O)[C@]1(O)C(=O)CO,31307,394.4,7,4,1.2,0,115,2,1,,50001,,,
CCCC1OC1(CC)C(N)=O,31365,157.21,2,1,0.9,0,55.6,4,1,,51081,,,
C[C@@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]2CC[C@]1(O)C(=O)CO,31378,380.4,6,3,1.7,0,94.8,2,1,,51200,,,
FC(F)(F)CN1C(=O)CN=C(c2ccccc2)c2cc(ccc21)Cl,31640,352.7,5,0,4,0,32.7,2,1,,51263,,,
COc1cccc2c1C(=O)c1c(c3c(c(c1C2=O)O)C[C@](O)(C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1)C(=O)CO)O,31703,543.5,12,6,1.3,0,206,5,0,,51671,,,
CNCCCC1(C)CN(c2ccccc2)c2ccccc12,31707,280.4,2,1,4.3,0,15.3,5,1,,51712,,,
CCN1CCC(C1)=C(c1ccccc1)c1ccccc1,31740,263.4,1,0,4.3,0,3.2,3,1,,52919,,,
CN1CCCCC1CCN1c2ccccc2Sc2ccc(cc12)S(C)(=O)=O,31765,402.6,5,0,4.6,0,74.3,4,1,,53467,,,
CCC(C)C(C)(COC(N)=O)COC(=O)NC(C)C,31767,274.36,4,2,2.6,0,90.6,9,1,,53569,,,
C[N+]1(C)CCCCC1COC(=O)C(O)(c1ccccc1)c1ccccc1 BEVONIUM,31800,354.5,3,1,3.6,1,46.5,6,0,,53696,,,
Clc1ccc(cc1Cl)OCC1=NCCN1,32049,245.1,2,1,2.2,0,33.6,3,1,,53701,,,
NC1=NC(NC1(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,32068,357.1,14,2,3.3,0,50.4,0,1,,54471,,,
CC1Oc2ccccc2CC1N(C)C,32142,191.27,2,0,2.5,0,12.5,1,1,,54477,,,
